id,repository,title,date_label,status,themes,event_ids,catalog_url,local_path,sha256,rights,caution
LOC-2003666455,Library of Congress,"Sorcerers putting the crown of ""good luck"" on the head of the painted bride, Seoul, Korea",1904 (목록 연도),catalogued,복식,,https://www.loc.gov/item/2003666455/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003666456,Library of Congress,"Korean Minister of War, his son and grandchildren - at their home, Seoul, Korea",1904 (목록 연도),catalogued,거리·생활,,https://www.loc.gov/item/2003666456/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003666461,Library of Congress,"Beautifully carved marble pagoda, on the site of an old Buddhist monastery in the center of Seoul, Korea",1904 (목록 연도),catalogued,거리·생활,,https://www.loc.gov/item/2003666461/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003666462,Library of Congress,"Granite lion before the gateway to the old Royal Palace - looking north - Seoul, Korea",1904 (목록 연도),catalogued,성문·성곽;궁궐·제례,,https://www.loc.gov/item/2003666462/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003666477,Library of Congress,"A man-powered shovel - working on foundation for new Post Office - N.W. towards western suburbs of Seoul, Korea",1904 (목록 연도),catalogued,거리·생활,,https://www.loc.gov/item/2003666477/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003666476,Library of Congress,"A man-powered shovel--working on foundation for new Post Office - N.W. towards western suburbs of Seoul, Korea",1904 (목록 연도),catalogued,거리·생활,,https://www.loc.gov/item/2003666476/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003666478,Library of Congress,"Seoul, the capital of Korea, south from road to the Northwest Gate to Mt. Nam San",1904 (목록 연도),downloaded_verified,성문·성곽,,https://www.loc.gov/item/2003666478/,data/photos/seoul1907/images/loc-2003666478.jpg,e1c2cd34e8a8278de2757b03dacc40142c2c7e3abd89bbf6e463bd97d51faacb,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003666480,Library of Congress,"Looking past pillars of ancient arch, through new Independence Arch - N. to Pekin Pass, Seoul, Korea",1904 (목록 연도),catalogued,거리·생활,,https://www.loc.gov/item/2003666480/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003666479,Library of Congress,"The gospel ""light"" shining into the ""Hermit Kingdom"" - the American Mission, Seoul",1904 (목록 연도),catalogued,거리·생활,,https://www.loc.gov/item/2003666479/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003666482,Library of Congress,"Crude industries of Korea, where man-power is cheaper than mills - sawing lumber in a lumber yard of Seoul",1904 (목록 연도),catalogued,거리·생활,,https://www.loc.gov/item/2003666482/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003666481,Library of Congress,"A Korean General carried in an official chair through the streets of Seoul, Korea",1904 (목록 연도),catalogued,거리·생활,,https://www.loc.gov/item/2003666481/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003666483,Library of Congress,"Crude industries of Korea, where man-power is cheaper than mills - sawing lumber in a lumber yard of Seoul",1904 (목록 연도),catalogued,거리·생활,,https://www.loc.gov/item/2003666483/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003666486,Library of Congress,"Little Korean boys, of the middle class, in the northern suburbs of Seoul, Korea",1904 (목록 연도),catalogued,거리·생활,,https://www.loc.gov/item/2003666486/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003666484,Library of Congress,"Seoul, the capital of Korea - looking S.E. from North Wall, over the old Palace to Mt. Nam San",1904 (목록 연도),catalogued,성문·성곽;궁궐·제례,,https://www.loc.gov/item/2003666484/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
CORNELL-319537,Cornell University Library — Willard D. Straight in Korea,물장수,ca. 1904,catalogued_not_downloaded,물·생활,S1907-22,https://digital.library.cornell.edu/catalog/ss%3A319537,,,item_review_required,목록 설명에 따른 식별. 정확한 시점·건축 변경 이력 대조 필요.
CORNELL-319598,Cornell University Library — Willard D. Straight in Korea,광화문,ca. 1904,catalogued_not_downloaded,성문·성곽,,https://digital.library.cornell.edu/catalog/ss%3A319598,,,item_review_required,목록 설명에 따른 식별. 정확한 시점·건축 변경 이력 대조 필요.
CORNELL-319531,Cornell University Library — Willard D. Straight in Korea,궁궐 화재 뒤 잔해 추정,ca. 1904,catalogued_not_downloaded,궁궐·제례,S1907-27,https://digital.library.cornell.edu/catalog/ss%3A319531,,,item_review_required,경운궁 화재 관련 추정. 장소·날짜 확정 전 사건 사진으로 단정 금지.
CORNELL-319554,Cornell University Library — Willard D. Straight in Korea,서울의 일본군 지휘부,ca. 1904,catalogued_not_downloaded,군사,S1907-26,https://digital.library.cornell.edu/catalog/ss%3A319554,,,item_review_required,설명과 주제 필드의 궁궐 식별이 충돌. 장소 확정 보류.
CORNELL-319533,Cornell University Library — Willard D. Straight in Korea,대한문 앞 일본군,ca. 1904,catalogued_not_downloaded,군사,S1907-26,https://digital.library.cornell.edu/catalog/ss%3A319533,,,item_review_required,행렬 인물을 고종으로 확정하지 않는다.
CORNELL-319563,Cornell University Library — Willard D. Straight in Korea,돈화문,ca. 1904,catalogued_not_downloaded,성문·성곽,,https://digital.library.cornell.edu/catalog/ss%3A319563,,,item_review_required,목록 설명에 따른 식별. 정확한 시점·건축 변경 이력 대조 필요.
CORNELL-319588,Cornell University Library — Willard D. Straight in Korea,숭례문과 선로,ca. 1904,catalogued_not_downloaded,전차,S1907-02,https://digital.library.cornell.edu/catalog/ss%3A319588,,,item_review_required,목록 설명에 따른 식별. 정확한 시점·건축 변경 이력 대조 필요.
CORNELL-319528,Cornell University Library — Willard D. Straight in Korea,숭례문 부근 도심,ca. 1904,catalogued_not_downloaded,거리·생활,,https://digital.library.cornell.edu/catalog/ss%3A319528,,,item_review_required,목록 설명에 따른 식별. 정확한 시점·건축 변경 이력 대조 필요.
GOGUNG-0564,국립고궁박물관,덕수궁 대한문 사진엽서,1906,catalogued_not_downloaded,궁궐·제례;엽서,S1907-12,https://online.gogung.go.kr/gogung/pgm/psgudMng/view.do?menuNo=800065&psgudSn=367457,,,KOGL_type_1,엽서 발행·소인과 촬영일은 다를 수 있음. 부분 채색을 실제 색 복원 근거로 쓰지 않음.
PAICHAI-MAIN-HALL-01,선교신문 / 아펜젤러 행전,배재학당 1887년 본당 — 촬영 연도 미상,촬영일 미상 (건립 1887),downloaded_research_only,교육;건축,,https://missionews.co.kr/news/583627,data/photos/paichai/main-hall-1887-undated.jpg,a74937f10846ad21dd70acf6bec14d185fd57853294e01fceda90d1629f81f5c,reuse_unconfirmed,캡션의 1887은 건립 연도이며 촬영 연도로 확정하지 않는다. 본당 외형 참고용. 1907년 세부 형태를 전부 증명하지 않음.
EWHA-REFERENCE-01,이화여자대학교,정동 캠퍼스 배치도,작성/촬영 연도 미상,downloaded_research_only,교육;의료,,https://ewha.ac.kr/ewha/intro/history-campus.do,data/photos/ewha/jeongdong-campus-plan-undated.gif,0b705c90da28c81dca1d972bf55a7976093eb80cc963fd56a1e178953079b75c,촬영자·저작권자·재사용 허락 미확인. 로컬 연구 자료로만 보관; 웹 서비스·Docker 이미지에 포함하지 않음.,정동 캠퍼스 배치도. 작성 연도 및 번호 범례 미상; 1907년 배치 확정 근거로 쓰지 않음.
EWHA-REFERENCE-02,이화여자대학교,보구녀관 옛 사진,작성/촬영 연도 미상,downloaded_research_only,교육;의료,,https://ewha.ac.kr/ewha/intro/history02-1.do,data/photos/ewha/bogunyeogwan-undated.jpg,f95a1cb68ba51fca5937ea555691a38179d116229a058dc234655e592de9fdac,촬영자·저작권자·재사용 허락 미확인. 로컬 연구 자료로만 보관; 웹 서비스·Docker 이미지에 포함하지 않음.,공식 페이지가 보구녀관(1887)으로 소개하는 사진. 1887은 설립 연도이며 촬영 연도로 확정하지 않음.
